Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3lUTmbcBKlbHL65tBIqj5Z,"Iris","Iris","Scary Pockets,Laura Elliott",2023-03-20,162000,31,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"retro soul","Pockets, Inc.",0.696,0.578,2,-7.389,1,0.149,0.214,0.0000158,0.169,0.827,109.639,4
6xNVOU9yMaOxcz9jFZP1Fq,"Nerve Endings","Nerve Endings","Too Close To Touch",2015-03-24,222533,43,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"christian rock,metalcore","Epitaph",0.45,0.929,4,-4.818,0,0.0724,0.00234,0.00000617,0.103,0.38,140.012,4
7CZ7tLqwpCFystNLI1wDdw,"Gnosis","Gnosis","Russian Circles",2022-08-19,467880,37,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"american post-rock,instrumental post-rock,instrumental rock,post-metal,post-rock,sludge metal","Sargent House",0.521,0.652,9,-9.245,1,0.0442,0.0549,0.879,0.0745,0.0396,130.01,4
73ie5zwAUCRHnE3T2MNjim,"Into The Drone","Into The Drone","The Cost",2024-03-21,226615,41,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","THE COST RECORDS",0.385,0.975,9,-4.161,1,0.181,0.0000167,0.00132,0.16,0.439,195.041,4
6vUPPEN2V2lZ78b6DyEIjZ,"What It's Like","Whitey Ford Sings the Blues","Everlast",1998-09-08,303133,70,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"post-grunge","Tommy Boy Music, LLC",0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,4
4olevV9BVXIZpcI3g8E6kI,"IF IT DOESN'T HURT","IF IT DOESN'T HURT","NOTHING MORE",2024-01-19,179225,53,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"post-grunge","Better Noise Music",0.362,0.884,5,-3.558,0,0.162,0.000279,0.000251,0.389,0.634,94.889,4
6pFzkSbJLsfulYxJv7yh7b,"The Rains of Castamere","Game Of Thrones: Season 4 (Music from the HBO Series)","Sigur Rós",2014-06-10,162320,39,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"chamber pop,compositional ambient,dream pop,ethereal wave,icelandic rock,indie rock,melancholia,nordic post-rock,post-rock","WaterTower Music",0.179,0.154,5,-21.45,0,0.0385,0.89,0.000163,0.371,0.11,94.248,5
2quOjWXchQZMeYIWnZhQPB,"Ol Ephraim","Ol Ephraim","Hawken Horse",2022-10-07,166136,31,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","PennGap - LWM",0.732,0.427,0,-9.796,1,0.0463,0.71,0.00000327,0.112,0.834,140.14,4
7ridH3hy4aXG6Kn1XomKrO,"Afterlife","The Greatest Mistake of My Life","Holding Absence",2021-04-16,226546,65,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"metalcore,uk pop punk","SHARPTONE",0.475,0.963,5,-2.651,0,0.0601,0.0016,0,0.344,0.355,134.013,4
4j1l5Rg4CWNcxkn8ufyaaU,"Kudzu Wild","Kudzu Wild EP","Drayton Farley",2023-09-08,208343,31,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Hargrove Records",0.487,0.3,2,-7.011,1,0.0326,0.728,0,0.108,0.366,129.082,3
5Y6WHnoBdimQ9Gm3P1jxig,"mnemonic","mnemonic","Intervals",2023-10-05,289308,29,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"djent,instrumental djent,instrumental rock","Intervals Inc.",0.267,0.894,5,-4.724,0,0.0831,0.0000253,0.939,0.204,0.614,135.106,4
03jUMnAF30sYJ2EsPB2JtG,"Miasma (feat. Winston McCall)","Miasma (feat. Winston McCall)","Northlane",2024-01-24,258153,40,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"australian metalcore,djent,melodic metalcore,metalcore,nu-metalcore,progressive metalcore","Worldeater Records",0.48,0.978,5,-2.819,1,0.0751,0.00819,0,0.128,0.157,145.022,4
6ORxjjL5fTQ1AW2ppIKeqX,"Blackbone","...And Everything In Between","Unprocessed",2023-12-01,272083,39,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"djent","recordJet",0.574,0.907,3,-3.646,0,0.0514,0.0011,0.47,0.168,0.371,125.032,4
0jOgtBRHIY3tCswjeENTME,"The Strongest Stuff","Every Kind Of Dog","Gravedancer",2021-10-08,213292,13,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Gravedancer",0.483,0.466,1,-10.247,1,0.0345,0.0821,0.0000362,0.105,0.244,144.935,4
6QxCFUl7u9Vzk8ALN8m3bf,"Not For Me","Not For Me","The Cost",2024-02-29,243857,46,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","THE COST RECORDS",0.583,0.837,11,-5.211,0,0.0295,0.0000523,0.263,0.328,0.555,140.022,4
0vhiFTuTdRpuM2ofqnY0ty,"Love Chains","Love Chains","BOYY",2019-01-18,197500,36,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Late Night People",0.597,0.594,0,-5.727,0,0.0362,0.0718,0.00745,0.0863,0.459,96.022,4
5c3fIHmLHmL4iaqUuqBPHo,"Nightmare","Blackout","From Ashes to New",2023-07-28,187835,57,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"post-grunge,rap rock","Better Noise Music",0.46,0.96,1,-5.225,1,0.104,0.000222,0.00000567,0.325,0.443,95.523,4
6X5OFBbrsHRsyO1zP7udgr,"Man's Not Hot","Man's Not Hot","Big Shaq",2017-09-22,186026,56,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"london rap","Universal-Island Records Ltd.",0.905,0.884,0,-4.076,1,0.236,0.111,0.0000831,0.107,0.588,135.048,4
1kKDVYavcoEH5N6R6ezM6T,"Sam","The Ballad of Dood & Juanita","Sturgill Simpson",2021-08-20,72976,62,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"alternative americana,kentucky roots,nashville singer-songwriter,new americana,outlaw country","High Top Mountain Records",0.713,0.185,0,-11.256,1,0.0974,0.97,0,0.166,0.645,100.997,4
5mqPg2dyqb1gBNyg9ycGcT,"Party And Bullshit","Whos The Man ? Soundtrack","The Notorious B.I.G.",1993-04-20,219706,73,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","Grimey Records",0.672,0.704,1,-10.066,0,0.312,0.173,0,0.139,0.811,99.232,4
0aQSScxiycHPyPwb0zwdwW,"In the Name of War","In the Name of War","Whom Gods Destroy",2024-01-12,398720,13,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"progressive metal","InsideOutMusic",0.48,0.951,6,-4.855,1,0.088,0.0000617,0.00995,0.15,0.293,104.995,5
4L9VTwdne2g1k8aBsgT9Zv,"F*ck My Life Up Again","F*ck My Life Up Again","Marcus King",2024-01-19,258626,40,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"modern blues,modern blues rock","Republic Records",0.43,0.564,9,-4.558,0,0.0595,0.294,0.00027,0.125,0.545,163.448,4
6Ntz1uQoMF8L2E4w518BFp,"Lone Digger","<I°_°I>","Caravan Palace",2015-10-16,229804,58,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"electro swing,nu jazz","Le Plan Recordings",0.767,0.938,5,-4.433,0,0.0505,0.592,0.0193,0.118,0.868,123.99,4
1nqfzUiL7hyOm1hMOg6bDU,"Smile","AOR","Ed Motta",2013-06-14,260173,32,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"brazilian modern jazz,brazilian soul,mpb,rock nacional brasileiro","Membran",0.805,0.57,9,-8.804,1,0.0389,0.632,0.166,0.191,0.819,110.986,4
7GqIDx2QVGOpd4r1fZaUUW,"25 or 6 to 4 - 2002 Remaster","Chicago II","Chicago",1970-01-26,289800,60,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock","Rhino",0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,4
5hDrVjYuVbJ00KfzbrwtXa,"Elephant","Southeastern","Jason Isbell",2013-06-11,219786,45,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"alternative country,folk,new americana,roots rock","Southeastern Records",0.521,0.139,9,-14.164,0,0.0369,0.817,0.00000565,0.105,0.498,122.994,4
5zAN2OQJsmcBVG1oO5QroD,"Souls of Black","Souls of Black","Testament",1990-09-18,202493,46,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"alternative metal,groove metal,hard rock,metal,old school thrash,thrash metal","Megaforce/Atlantic",0.404,0.891,11,-11.498,1,0.0547,0.000083,0.209,0.0859,0.516,128.929,4
3Q04jwcVtq4tb9axVsRv4h,"Wenceslas","King","Gnome",2022-05-06,189453,38,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"belgian stoner rock","Polderrecords",0.301,0.752,7,-10.353,1,0.0569,0.003,0.0359,0.169,0.13,100.723,4
7j7ud2oFTJ8BjmeI8bjkQm,"Texas","AMAR","BigXthaPlug",2023-02-10,146133,74,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"southern hip hop","BigXthaPlug under exclusive license to UnitedMasters LLC",0.764,0.63,1,-5.993,0,0.268,0.0125,0,0.253,0.351,145.051,4
1ffsHOeIg4Gce3AnJXcuE5,"To the Choir (OurVinyl Sessions)","Joshua Quimby | OurVinyl Sessions","Joshua Quimby,OurVinyl",2023-07-19,197754,35,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","OurVinyl TV, Inc.",0.589,0.334,10,-12.135,0,0.0365,0.599,0.000294,0.146,0.531,116.735,4
6mFkJmJqdDVQ1REhVfGgd1,"Wish You Were Here","Wish You Were Here","Pink Floyd",1975-09-12,334743,75,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock","Pink Floyd Records",0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,4
6O05zAgfwmWT567DFTNiuw,"Con Corazon","Over The Threshold","Calva Louise",2023-12-01,272914,30,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"english indie rock","Independent",0.55,0.925,7,-4.226,1,0.0875,0.0673,0.0601,0.376,0.583,160.05,4
3DlDCBNTfTuRQwYtJOy6Dt,"DARK","DARK","Elitist",2024-01-24,257230,18,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"djent,metalcore,progressive metalcore","Elitist LA",0.375,0.972,9,-4.343,1,0.0768,0.000166,0.0939,0.157,0.199,172.905,4
6RObeP8IVb4X4nCLUCJ9Dx,"Second & Sebring","Of Mice & Men","Of Mice & Men",2010-02-23,229120,63,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"alternative metal,melodic metalcore,metalcore,pop punk,post-grunge","Rise Records",0.273,0.973,1,-3.324,0,0.0806,0.000856,0,0.388,0.186,133.286,4
60HAS03InmZIugNbjCtAIi,"La Mentira","Metadona","Samantha Barrón",2020-10-01,236640,4,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"mexican hip hop,r&b en espanol","Samantha Barrón",0.523,0.584,7,-8.486,0,0.158,0.458,0.000398,0.114,0.423,129.014,3
1CEIF5kGxxPWnTvH4LqJfm,"Long Drives and Lonesome Mornings","Long Drives and Lonesome Mornings","Pat Reedy",2024-01-18,232106,7,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"roots americana","Pat Reedy",0.735,0.598,2,-8.586,1,0.0501,0.387,0.00187,0.0835,0.459,143.999,4
1GQv9r0tn00ZfHTw92jAcW,"CHOKE","ERROR","The Warning",2022-06-24,231854,53,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"mexican metal,monterrey indie","Lava / Republic Records",0.37,0.832,7,-4.857,0,0.041,0.0000865,0.0000538,0.0747,0.319,175.922,4
6SpLc7EXZIPpy0sVko0aoU,"Misery Business","Riot!","Paramore",2007-06-11,211520,73,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"candy pop,modern rock,pixie,pop,pop emo,pop punk,rock","Fueled By Ramen",0.517,0.906,1,-3.677,1,0.0735,0.00272,0.00000926,0.113,0.731,172.977,4
4VhfSXArkxMGMIF2c0Vrpw,"House of Mercy","House of Mercy","Jedd Hughes",2024-01-05,206152,9,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"australian country","Earthside Records",0.533,0.505,7,-7.463,1,0.0337,0.123,0.000124,0.124,0.369,123.646,4
1ENEeUv665wqrEWzkwdFFj,"VAULTS","BRONSON","BRONSON,ODESZA,Golden Features",2020-08-07,244453,34,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"vapor twitch,chillwave,edm,indietronica,industrial pop","Ninja Tune",0.652,0.96,9,-2.861,0,0.0438,0.036,0.868,0.203,0.156,124.015,4
5ofXHXnmlZ4zqFWCo6oGOB,"S!CK","S!CK","The Warning",2024-02-02,192734,45,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"mexican metal,monterrey indie","Lava / Republic Records",0.49,0.938,7,-3.839,1,0.163,0.00021,0.0000147,0.143,0.512,146.923,4
1RQ50jZIxLYHd09bGo5jWk,"Everytime We Touch - TEKKNO Version","Everytime We Touch (TEKKNO Version)","Electric Callboy",2023-06-21,197250,63,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"comic metal,german metalcore,trancecore","Century Media",0.494,0.864,7,-8.176,1,0.0711,0.00049,0,0.303,0.59,155.046,4
2JVZSUwPWzfBdgkdy3ZHet,"Still Alive","Portal 2: Songs to Test by (Collectors Edition)","Aperture Science Psychoacoustic Laboratories",2012,177212,46,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"video game music","Ipecac Recordings",0.776,0.458,2,-8.815,1,0.0341,0.851,0.0000819,0.166,0.871,120.038,4
1CUMp1Wqn4xHgpLWnQRf8f,"Yours To Keep","Chains & Stakes","The Dead South",2024-02-09,152794,45,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"saskatchewan indie","Six Shooter Records Inc.",0.794,0.282,1,-8.026,0,0.0314,0.784,0,0.0942,0.905,84.029,4
5OnRaZBaemQlvOLvJtm5cv,"GTA San Andreas Theme","Acoustic Covers, Vol. 3","Eiro Nareth",2019-12-29,123250,0,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"acoustic guitar cover","1085927 Records DK2",0.8,0.189,5,-14.941,1,0.0557,0.528,0.897,0.0904,0.144,97.05,4
1BqzzWlA868p8J5VIbp50A,"Better Days","The Way It Ends","Currents",2020-06-05,247747,58,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"melodic metalcore,metalcore,progressive deathcore","SHARPTONE",0.372,0.978,4,-4.833,0,0.157,0.000624,0.0000222,0.134,0.214,76.359,4
0wTbEA8Rdbb6OuWslcS8QW,"The Dark Eternal Night","Systematic Chaos","Dream Theater",2007-06-04,531400,42,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"metal,progressive metal","Roadrunner Records",0.309,0.967,1,-4.923,0,0.0886,0.0000641,0.182,0.141,0.278,106.174,4
1mv4lh1rW1K6xhxhJmEezy,"Music Sounds Better With You - Radio Edit","Music Sounds Better With You","Stardust,Benjamin Diamond,Alan Braxe,Thomas Bangalter",1998-07-20,260906,72,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"filter house,electrofox","Because Music",0.729,0.662,5,-7.191,0,0.337,0.00128,0.208,0.305,0.359,124.149,4
6AI3ezQ4o3HUoP6Dhudph3,"Not Like Us","Not Like Us","Kendrick Lamar",2024-05-04,274192,88,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"conscious hip hop,hip hop,rap,west coast rap","Kendrick Lamar, under exclusive license to Interscope Records",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
0XnhTgMuX3ncdnf5mZnce8,"Down","Back At The House","Hemlock Ernst,Kenny Segal",2019-10-25,258461,38,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"jazz rap,chillhop","Ruby Yacht",0.841,0.902,6,-8.991,1,0.221,0.397,0.00945,0.119,0.289,104.073,4
1GSblkbCQSZqMQ34v09fjT,"Come Hell or High Water","Come Hell or High Water","Imminence",2023-06-18,227977,33,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"metalcore,swedish metalcore","Imminence",0.481,0.692,11,-5.148,0,0.0446,0.00333,0.000823,0.0816,0.523,131.905,4
3nPY6aMgoTX6I7DG4gTbkr,"Selaocoe: Ka Bohaleng / On the Sharp Side","Where is Home / Hae ke Kae","Abel Selaocoe,Alan Keary,Alice Zawadzki,Fred Thomas,Mamadou Sarr,Rakhi Singh,Ruth Gibson,Sidiki Dembele,Simran Singh",2022-09-23,239746,29,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"classical cello","Warner Classics",0.621,0.532,2,-11.572,1,0.153,0.458,0.0118,0.0435,0.695,125.3,4
6IlKPlDPBvx11UFTfdaxOt,"Collider","Collider","Silent Planet",2023-08-24,221097,30,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"christian metalcore,melodic metalcore,metalcore,progressive metalcore","Solid State Records",0.362,0.96,6,-3.702,0,0.154,0.00176,0.000898,0.267,0.358,172.007,4
56JJPu17vw3E0U7oBuUDRh,"Herb Shuttles","Indigoism","The Underachievers",2013-07-19,195480,33,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"psychedelic hip hop,underground hip hop","Seeker Music",0.653,0.758,10,-6.858,0,0.33,0.838,0,0.118,0.314,138.001,4
3ImnbJHoSy5uUhC0ydBVI9,"Come Check This","Come Check This","FETISH",2020,191904,49,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Big Beat Records",0.752,0.861,11,-6.852,1,0.0989,0.114,0.649,0.201,0.482,125.015,4
0USEeJtdeeJaQ8EIeBB4cz,"Humble","Humble","Ren,Eden Nash",2019-02-28,175945,61,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"brighton indie","Freckled Angels",0.8,0.594,11,-5.671,0,0.237,0.553,0,0.101,0.773,147.999,4
3cPoiK69oQ1SdbB2j2ulGm,"The Hardest Part","Messy","Olivia Dean",2023-06-30,176048,67,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"pop soul","PLG - Capitol",0.537,0.57,0,-5.049,1,0.121,0.384,0,0.0991,0.429,187.76,4
5S10ktLezQFXLRp89LlD5I,"All Along the Watchtower","Cloud Catcher","Mike Dawes",2024-07-19,234880,7,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"fingerstyle","Qten Records",0.604,0.424,9,-11.034,1,0.0281,0.801,0.914,0.104,0.172,105.003,4
2RLpFEf6d0708O7Bqhjyxg,"Days Go By","Dirty Vegas","Dirty Vegas",2002,432146,48,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","New State Music",0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,4
5Tcwn9gpqDqmxc2oq7hshQ,"Silence Speaks","You Are We","While She Sleeps,Oli Sykes",2017-04-21,295762,48,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"melodic metalcore,metalcore,uk metalcore","SHARPTONE",0.478,0.926,6,-4.728,0,0.0753,0.0011,0,0.447,0.312,92.994,4
7Aq4xs7pcJzKHczATqmiOY,"Infectious","Turn the Light On","Imminence",2019-05-03,232493,52,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"metalcore,swedish metalcore","Arising Empire",0.542,0.906,4,-6.064,0,0.0829,0.00114,0.0000874,0.108,0.375,120.002,4
6x959m2QDvatSwUAVCHIuf,"Why Can't We Be Friends","Why Can't We Be Friends?","War",1975-01-01,230106,58,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"classic soul,funk,motown,p funk,soul","Avenue Records",0.776,0.68,10,-10.088,1,0.0389,0.179,0,0.483,0.962,92.481,4
6JFLZH9vCzgqnUToBdiHQb,"Gotta Have It","Watch The Throne","JAY-Z,Kanye West",2011-08-08,140746,65,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,chicago rap","Roc Nation / Jay-Z",0.74,0.574,4,-6.938,1,0.245,0.411,0,0.262,0.33,149.762,4
1H2rFCTCx44JM27DdwHMUf,"ITIIITIATIIHYLIHYL","BLACKSHAPE","BLACKSHAPE",2021-04-23,372573,39,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"post-metal","1677174 Records DK2",0.156,0.597,4,-7.347,0,0.0342,0.00655,0.904,0.587,0.0587,157.041,3
7ds2RsOBtrTTBZ4gc7P0er,"Normal","Expectations","Katie Pruitt",2020-02-21,311760,29,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"nashville americana","Rounder",0.487,0.165,9,-12.559,1,0.0336,0.896,0.000702,0.0982,0.184,135.65,3
0trHOzAhNpGCsGBEu7dOJo,"N.Y. State of Mind","Illmatic","Nas",1994-04-19,293973,70,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap","Columbia",0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,4
4GldaSatB5uB99m0Za0M1U,"Demons & Dreams","The Way It Usually Goes","Robert Henry & the Repeaters",2023-12-02,260815,10,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Robert Henry & the Repeaters",0.602,0.664,7,-8.958,1,0.032,0.00537,0.000921,0.0938,0.465,146.043,4
0DkmhHO4yyqCJFjosmmWPU,"Almost Easy","Avenged Sevenfold","Avenged Sevenfold",2007-10-26,234093,65,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"alternative metal","Warner Records",0.378,0.959,6,-4.615,1,0.062,0.0000356,0.000138,0.102,0.338,174.932,4
4ObGjUuNEVROvy2uIjnko3,"Akin Ka Na Lang - Himig Handog Pop Lovesongs 2014 Version","Morissette","Morissette",2015-01-01,258876,56,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"opm","ABS-CBN Film Productions, Inc.",0.508,0.537,7,-6.689,1,0.0275,0.153,0.0000086,0.15,0.16,129.9,4
6XpWCxEdQDbHygtWnBY9Eu,"Everything is Quiet Now","Upon Loss Singles","Knocked Loose",2023-06-14,215567,54,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"kentucky metal,kentucky punk","Pure Noise Records",0.375,0.981,9,-3.242,0,0.246,0.000648,0.0285,0.246,0.147,128.163,4
1qlyWMMDGkXAjFehdUKGJ7,"68","68","Nolan Taylor",2023-04-21,207845,47,224worytfusgrhlogkqlitdwi,2024-12-04T20:21:29Z,"","Atlantic Records",0.478,0.195,11,-8.61,0,0.0456,0.841,0.0146,0.109,0.237,158.981,3
